,key,Start,End,segment,PN6,PN7,PN8,PN9,PN13,PN14,PN15,PN16,PN17,PN22,PN24,PN25,PN31,PN32,PN33,PN38,PN40,PN41,PN42,PN45,PN46,PN47,PN48,sum_reads,classification,max_diff,slope,rank,cluster
12154,PA_78_260,78,260,PA,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,de_novo_loss,5.0,-0.039525691699604744,5763.0,5.0
7196,PA_195_1797,195,1797,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,de_novo_loss,5.0,0.02272727272727272,5763.0,5.0
8147,PA_229_2074,229,2074,PA,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,12.0,de_novo_loss,5.0,0.004940711462450584,5763.0,5.0
4623,PA_138_1631,138,1631,PA,0.0,0.0,1.0,1.0,0.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,de_novo_loss,5.0,-0.06719367588932806,5763.0,5.0
6348,PA_181_1981,181,1981,PA,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,de_novo_loss,5.0,-0.044466403162055336,5763.0,5.0
4562,PA_137_1871,137,1871,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,de_novo_loss,5.0,0.05731225296442689,5763.0,5.0
7287,PA_1972_1996,1972,1996,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,de_novo_loss,5.0,-0.019762845849802372,5763.0,5.0
9382,PA_289_1902,289,1902,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,de_novo_loss,5.0,-0.009881422924901184,5763.0,5.0
6356,PA_182_1865,182,1865,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,de_novo_loss,5.0,0.009881422924901191,5763.0,5.0
5493,PA_163_1816,163,1816,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,de_novo_loss,5.0,-0.019762845849802372,5763.0,5.0
12269,PA_82_1945,82,1945,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,de_novo_loss,5.0,0.034584980237154145,5763.0,5.0
6408,PA_183_2065,183,2065,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,de_novo_loss,5.0,0.014822134387351782,5763.0,5.0
12321,PA_83_2037,83,2037,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,de_novo_loss,5.0,0.044466403162055336,5763.0,5.0
5526,PA_163_1985,163,1985,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,de_novo_loss,5.0,0.039525691699604744,5763.0,5.0
12153,PA_78_2056,78,2056,PA,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,de_novo_loss,5.0,-0.049407114624505914,5763.0,5.0
6473,PA_1849_2063,1849,2063,PA,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,de_novo_loss,5.0,-0.049407114624505914,5763.0,5.0
11900,PA_551_1813,551,1813,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,de_novo_loss,5.0,0.04940711462450593,5763.0,5.0
3516,PA_110_2023,110,2023,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,de_novo_loss,5.0,-0.014822134387351776,5763.0,5.0
3556,PA_113_2040,113,2040,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,de_novo_loss,5.0,-0.019762845849802372,5763.0,5.0
7608,PA_2042_2069,2042,2069,PA,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,de_novo_loss,5.0,-0.039525691699604744,5763.0,5.0
7529,PA_2022_2069,2022,2069,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,de_novo_loss,5.0,0.04940711462450593,5763.0,5.0
7206,PA_195_1951,195,1951,PA,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,de_novo_loss,5.0,-0.024703557312252964,5763.0,5.0
12676,PA_97_159,97,159,PA,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,12.0,de_novo_loss,5.0,0.018774703557312256,5763.0,5.0
9334,PA_282_2135,282,2135,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,de_novo_loss,5.0,-0.019762845849802372,5763.0,5.0
9440,PA_291_1886,291,1886,PA,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,de_novo_loss,5.0,-0.011857707509881426,5763.0,5.0
5907,PA_170_1975,170,1975,PA,0.0,2.0,0.0,5.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,de_novo_loss,5.0,-0.07905138339920947,5763.0,5.0
4243,PA_129_1947,129,1947,PA,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,de_novo_loss,5.0,0.04150197628458498,5763.0,5.0
11897,PA_550_1809,550,1809,PA,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,de_novo_loss,5.0,-0.04347826086956521,5763.0,5.0
5374,PA_157_2011,157,2011,PA,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,11.0,de_novo_loss,5.0,0.044466403162055336,5763.0,5.0
7818,PA_207_2008,207,2008,PA,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,5.0,-0.05237154150197629,5763.0,5.0
10441,PA_345_1879,345,1879,PA,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,de_novo_loss,5.0,-0.045454545454545456,5763.0,5.0
7264,PA_196_1927,196,1927,PA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,5.0,-0.019762845849802372,5763.0,5.0
8415,PA_239_1905,239,1905,PA,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,5.0,-0.03656126482213439,5763.0,5.0
7742,PA_206_1861,206,1861,PA,0.0,0.0,0.0,3.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,de_novo_loss,5.0,-0.06521739130434782,5763.0,5.0
6661,PA_1876_1978,1876,1978,PA,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,5.0,-0.04347826086956522,5763.0,5.0
7674,PA_204_2083,204,2083,PA,0.0,5.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,de_novo_loss,5.0,-0.08300395256916994,5763.0,5.0
8366,PA_234_354,234,354,PA,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,5.0,-0.046442687747035576,5763.0,5.0
7595,PA_2040_2066,2040,2066,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,11.0,de_novo_loss,5.0,0.09090909090909091,5763.0,5.0
7753,PA_206_1938,206,1938,PA,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,5.0,-0.05434782608695652,5763.0,5.0
8108,PA_228_2042,228,2042,PA,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,11.0,de_novo_loss,5.0,0.06521739130434782,5763.0,5.0
9095,PA_268_1915,268,1915,PA,0.0,1.0,0.0,0.0,3.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,de_novo_loss,5.0,-0.05434782608695651,5763.0,5.0
8098,PA_228_1978,228,1978,PA,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,11.0,de_novo_loss,5.0,-0.03853754940711462,5763.0,5.0
6874,PA_1902_1974,1902,1974,PA,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,5.0,-0.039525691699604744,5763.0,5.0
4315,PA_131_235,131,235,PA,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,5.0,-0.039525691699604744,5763.0,5.0
9564,PA_294_1875,294,1875,PA,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,de_novo_loss,5.0,-0.04347826086956521,5763.0,5.0
8193,PA_231_1959,231,1959,PA,0.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,de_novo_loss,5.0,-0.07509881422924901,5763.0,5.0
7028,PA_193_1971,193,1971,PA,0.0,5.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,de_novo_loss,5.0,-0.08399209486166005,5763.0,5.0
8130,PA_229_1924,229,1924,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,5.0,-0.021739130434782608,5763.0,5.0
5236,PA_155_1916,155,1916,PA,0.0,1.0,0.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,de_novo_loss,5.0,-0.060276679841897225,5763.0,5.0
5669,PA_165_2036,165,2036,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,11.0,de_novo_loss,5.0,0.04347826086956522,5763.0,5.0
6313,PA_1807_2063,1807,2063,PA,0.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,de_novo_loss,5.0,-0.09486166007905136,5763.0,5.0
8120,PA_228_305,228,305,PA,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,5.0,-0.03359683794466403,5763.0,5.0
4356,PA_132_2016,132,2016,PA,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,de_novo_loss,5.0,-0.02569169960474308,5763.0,5.0
5452,PA_161_2106,161,2106,PA,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,de_novo_loss,5.0,-0.044466403162055336,5763.0,5.0
8499,PA_244_1861,244,1861,PA,0.0,0.0,2.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,de_novo_loss,5.0,-0.05928853754940711,5763.0,5.0
6209,PA_179_1026,179,1026,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,de_novo_loss,5.0,0.009881422924901191,5763.0,5.0
9147,PA_270_2027,270,2027,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,de_novo_loss,5.0,0.044466403162055336,5763.0,5.0
6553,PA_185_957,185,957,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,de_novo_loss,5.0,0.039525691699604744,5763.0,5.0
7678,PA_204_246,204,246,PA,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,10.0,de_novo_loss,5.0,-1.7004404033290441e-18,5763.0,5.0
8075,PA_227_2086,227,2086,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,de_novo_loss,5.0,0.039525691699604744,5763.0,5.0
9053,PA_267_1789,267,1789,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,de_novo_loss,5.0,0.034584980237154145,5763.0,5.0
11200,PA_411_1752,411,1752,PA,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,de_novo_loss,5.0,-0.049407114624505914,5763.0,5.0
7975,PA_214_296,214,296,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,de_novo_loss,5.0,0.004940711462450593,5763.0,5.0
5710,PA_166_1937,166,1937,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,de_novo_loss,5.0,0.039525691699604744,5763.0,5.0
4954,PA_145_1861,145,1861,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,de_novo_loss,5.0,-0.014822134387351776,5763.0,5.0
11317,PA_414_1966,414,1966,PA,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,de_novo_loss,5.0,-0.044466403162055336,5763.0,5.0
6816,PA_1891_1931,1891,1931,PA,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,de_novo_loss,5.0,-0.049407114624505914,5763.0,5.0
10092,PA_313_1906,313,1906,PA,0.0,0.0,4.0,5.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,de_novo_loss,5.0,-0.0948616600790514,5763.0,5.0
7253,PA_1966_2063,1966,2063,PA,0.0,0.0,0.0,0.0,5.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,de_novo_loss,5.0,-0.07213438735177867,5763.0,5.0
12429,PA_85_1851,85,1851,PA,0.0,1.0,0.0,5.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,de_novo_loss,5.0,-0.06719367588932808,5763.0,5.0
6091,PA_174_1975,174,1975,PA,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,0.0,14.0,de_novo_loss,5.0,0.03260869565217391,5763.0,5.0
7578,PA_2037_2082,2037,2082,PA,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,13.0,de_novo_loss,5.0,-0.01284584980237154,5763.0,5.0
6951,PA_1921_2012,1921,2012,PA,0.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,de_novo_loss,5.0,-0.062252964426877465,5763.0,5.0
5276,PA_156_1863,156,1863,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,4.0,0.0,0.0,0.0,13.0,de_novo_loss,5.0,0.08596837944664032,5763.0,5.0
10506,PA_352_1918,352,1918,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,de_novo_loss,5.0,-0.037549407114624504,5763.0,5.0
9177,PA_275_1720,275,1720,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,de_novo_loss,5.0,0.044466403162055336,5763.0,5.0
8882,PA_257_1903,257,1903,PA,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,de_novo_loss,5.0,-0.039525691699604744,5763.0,5.0
4824,PA_140_356,140,356,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,de_novo_loss,5.0,-0.010869565217391308,5763.0,5.0
10235,PA_318_1868,318,1868,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,de_novo_loss,5.0,-0.014822134387351776,5763.0,5.0
3842,PA_121_168,121,168,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,de_novo_loss,5.0,-0.009881422924901184,5763.0,5.0
4206,PA_127_232,127,232,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,de_novo_loss,5.0,-0.009881422924901184,5763.0,5.0
10918,PA_382_1738,382,1738,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,de_novo_loss,5.0,0.004940711462450593,5763.0,5.0
4238,PA_129_1918,129,1918,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,de_novo_loss,5.0,0.044466403162055336,5763.0,5.0
6653,PA_1874_1904,1874,1904,PA,0.0,0.0,0.0,2.0,2.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,de_novo_loss,5.0,-0.07707509881422926,5763.0,5.0
6100,PA_175_1862,175,1862,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,de_novo_loss,5.0,0.039525691699604744,5763.0,5.0
5920,PA_170_223,170,223,PA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,5.0,-0.014822134387351778,5763.0,5.0
6782,PA_188_1746,188,1746,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,de_novo_loss,5.0,0.034584980237154145,5763.0,5.0
6786,PA_188_1903,188,1903,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,de_novo_loss,5.0,0.024703557312252964,5763.0,5.0
9032,PA_264_1872,264,1872,PA,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,de_novo_loss,5.0,-0.029644268774703553,5763.0,5.0
4021,PA_123_2061,123,2061,PA,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,de_novo_loss,5.0,-0.044466403162055336,5763.0,5.0
4241,PA_129_1943,129,1943,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,de_novo_loss,5.0,0.004940711462450593,5763.0,5.0
10764,PA_369_1801,369,1801,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,de_novo_loss,5.0,0.01976284584980238,5763.0,5.0
5353,PA_157_1944,157,1944,PA,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,de_novo_loss,5.0,-0.029644268774703553,5763.0,5.0
9614,PA_295_1804,295,1804,PA,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,de_novo_loss,5.0,-0.039525691699604744,5763.0,5.0
3617,PA_117_1929,117,1929,PA,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,de_novo_loss,5.0,-0.049407114624505914,5763.0,5.0
